freelancer_id,freelancer_name,title,matching_skills,required_skills,cosine_similarity,skill_match,experience_score,job_success,hourly_rate,budget_compatibility,country_match,recommendation_probability,prediction,rank
154,Adnane R.,"automation & ai expert (python, gpt, ml, excel, data visual, rpa, js)",,,0.2538604736328125,0.0,0.0703969296030704,1.0,50.0,0.5,0,0.036886834,0,71
144,Muhammad Umer F.,data science aficionado   data analyst   automation engineer,,,0.3828560709953308,0.0,0.004948995051004949,0.87,25.0,0.5,0,0.03317206,0,72
45,Nabeel F.,data engineer   databricks   gcp   azure   aws   snowflake   ai,,,0.20611320436000824,0.0,0.15786284213715787,1.0,30.0,0.5,0,0.03242137,0,73
54,MD. Shahriar Al Kasib Khan S.,tableau   looker   dbt   google data studio   power bi   sql expert,,,0.24418804049491882,0.0,0.11766488233511765,0.96,35.0,0.5,0,0.029678613,0,74
26,Muhammad N.,website and linkedin data scrapping and lead generation expert,,,0.27946123480796814,0.0,0.13018886981113018,0.77,10.0,0.5,0,0.028063444,0,75
122,Mohammed A.,data analyst   python  sql  web scraping & browser automation expert,,,0.2633238136768341,0.0,0.03444096555903444,1.0,16.0,0.5,0,0.026501782,0,76
103,Madjid E.,web scraping expert   etl developer,,,0.292736291885376,0.0,0.037874962125037874,0.93,38.0,0.5,0,0.02564759,0,77
19,Doreen B.,"adept phd copyeditor, white paper, business plan and academic writer.",,,0.0467362143099308,0.0,0.33370366629633375,0.95,40.0,0.5,0,0.02547818,0,78
134,Manish A.,"project manager - pmp, csm",,,0.22297781705856323,0.0,0.0812039187960812,0.94,25.0,0.5,0,0.024323715,0,79
18,Emmanuel O.,data analyst   sql   tableau   excel   python   power bi,,,0.28263187408447266,0.0,0.08019391980608019,0.89,14.99,0.5,0,0.023948645,0,80
129,Khan M.,data scraping & analysis   machine learning   google sheets   python,,,0.22992461919784546,0.0,0.05140894859105141,1.0,45.0,0.5,0,0.023858588,0,81
148,Olusegun F.,proficient data analyst   engineer,,,0.23721984028816223,0.0,0.04878295121704878,1.0,30.0,0.5,0,0.023807414,0,82
127,Chris H.,healthcare ai and app expert   harvard health data scientist,,,0.22214040160179138,0.0,0.05969094030905969,1.0,120.0,0.5,0,0.023761246,0,83
8,Dr . M Mansoor M.,expert medical writer   medical researcher  academic writer  doctor,,,0.03948861360549927,0.0,0.31643268356731646,0.98,59.99,0.5,0,0.023402903,0,84
48,Varun D.,"consulting   outsourcing   it staffing - software, web, app , e-com",,,0.24464738368988037,0.0,0.03777396222603777,0.96,28.0,0.5,0,0.023200944,0,85
115,Dave C.,ai specialist   machine learning engineer   data science expert,,,0.25057488679885864,0.0,0.035854964145035854,1.0,45.0,0.5,0,0.022771481,0,86
124,Faiz R.,data scientist   machine learning   computer vision   nlp   aws   sql,,,0.3064277768135071,0.0,0.014745985254014746,0.97,20.0,0.5,0,0.021149922,0,87
132,Konstantin B.,"aws-certified devops architect   cloud solutions   aws, gcp, azure",,,0.17746782302856445,0.0,0.08615291384708615,1.0,60.0,0.5,0,0.020311596,0,88
105,Ishaan N.,"data science, quant modelling   finance   ex-morgan stanley, jp morgan",,,0.2258729487657547,0.0,0.08615291384708615,1.0,50.0,0.5,0,0.019807186,0,89
11,Fasih U.,data engineer   big data   airflow   python   etl   pyspark   sql,,,0.23181398212909698,0.0,0.10190889809110192,1.0,15.0,0.5,0,0.01887788,0,90
125,Musabbir Ahmed A.,robotics and automation engineer,,,0.20450419187545776,0.0,0.13624886375113623,0.92,30.0,0.5,0,0.01848417,0,91
12,Islam A.,"transforming data into profit: python, data science, and ai expertise",,,0.25387081503868103,0.0,0.05524694475305525,0.91,60.0,0.5,0,0.017901216,0,92
60,Bakht M.,"experienced coding, data science & machine learning instructor",,,0.21016092598438263,0.0,0.08847591152408847,1.0,20.0,0.5,0,0.016816776,0,93
41,Ahmad I.,machine learning   artificial intelligence   python development,,,0.19463910162448883,0.0,0.09221290778709221,1.0,10.0,0.5,0,0.016704297,0,94
66,Ishtiaque A.,data analyst   tibco spotfire   power bi   tableau   singlestore   etl,,,0.2764020562171936,0.0,0.019492980507019492,0.97,20.0,0.5,0,0.01496881,0,95
22,Nidhi B.,"data scientist, ai/ml enthusiast and technical content writer",,,0.1452694833278656,0.0,0.11150388849611151,1.0,40.0,0.5,0,0.014665957,0,96
98,Muhammad Sarwar Jahan M.,expert applied data scientist & analyst,,,0.20366643369197845,0.0,0.036965963034036965,1.0,60.0,0.5,0,0.014343669,0,97
135,Hossam H.,data scientist  data analyst  data visualization,,,0.1875958889722824,0.0,0.09584890415109584,1.0,10.0,0.5,0,0.013156481,0,98
97,Khan Bahadar K.,academic writing expert   academic (copy) editing and proofreading,,,0.09108924865722656,0.0,0.06665993334006666,1.0,25.0,0.5,0,0.011051461,0,99
107,yassine g.,data scientist,,,0.2583214342594147,0.0,0.11221088778911222,0.83,20.0,0.5,0,0.008374242,0,100
120,Arif S.,generative ai engineer   webflow   wized   xano,,,0.2049550861120224,0.0,0.036056963943036056,0.89,35.0,0.5,0,0.007197068,0,101
131,Ehab K.,senior ai engineer,,,0.09776212275028229,0.0,0.06706393293606706,1.0,50.0,0.5,0,0.00708748,0,102
113,Salma H.,machine learning engineer,,,0.20373019576072693,0.0,0.005554994445005555,1.0,30.0,0.5,0,0.0068139858,0,103
37,Zeyad M.,data scientist   machine learning engineer,,,0.09048427641391754,0.0,0.0407029592970407,1.0,40.0,0.5,0,0.0058469498,0,104
149,Meer Naib K.,"full stack python developer , data and ml engineer",,,0.21452994644641876,0.0,0.001312998687001312,1.0,21.0,0.5,0,0.005761399,0,105
6,Pragyesh S.,professional academic writer and coach,,,0.06440821290016174,0.0,0.14533885466114535,0.86,20.0,0.5,0,0.0053897877,0,106
152,Matias W.,"ai & machine learning   machine learning model, machine learning, sql",,,0.16765710711479187,0.0,0.006867993132006868,1.0,15.0,0.5,0,0.0046722377,0,107
114,Ahlem K.,business intelligence developer,,,0.23850566148757935,0.0,0.022320977679022323,0.86,50.0,0.5,0,0.0045230375,0,108
119,Mohamed A.,data scientist,,,0.15783394873142242,0.0,0.022623977376022626,1.0,25.0,0.5,0,0.0044987984,0,109
121,K R.,certified data scientist i python expert   ai/ml   4+ years experience,,,0.15084794163703918,0.0,0.007574992425007577,0.98,50.0,0.5,0,0.003684151,0,110
5,Muhammad Noman B.,data science   python projects   machine learning ai assignments r gui,,,0.23946785926818848,0.0,0.015048984951015048,0.82,25.0,0.5,0,0.0033097158,0,111
138,Abdul M.,data engineer & analytics expert   aws   quicksight/datastudio pro,,,0.28470391035079956,0.0,0.057569942430057565,0.23,11.11,0.5,0,0.0024281174,0,112
137,Nesma A.,machine learning   artificial intelligence,,,0.1133102998137474,0.0,0.0104029895970104,0.9,20.0,0.5,0,0.0022525801,0,113
128,Matthew S.,epidemiologist and data scientist,,,0.07435952872037888,0.0,0.004342995657004343,1.0,75.0,0.5,0,0.0021735323,0,114
146,Amaury H.,machine learning/data science expert,,,0.1213952898979187,0.0,0.2988587011412989,0.0,22.22,0.5,0,0.0017009962,0,115
139,AILYAH .,python developer   django/flask   web scraping   automation,,,0.3324618935585022,0.0,0.05635794364205636,0.0,17.0,0.5,0,0.0013676728,0,116
57,Aamir I.,data scientist/analyst   statistician   quantitative researcher,,,0.264589786529541,0.0,0.07968892031107969,0.0,70.0,0.5,0,0.00094591826,0,117
110,Ismail H.,data science-ml-dl-rl-ai-mathematics-hpc- statistics-quant trading,,,0.20760071277618408,0.0,0.049691950308049695,0.32,50.0,0.5,0,0.00080092764,0,118
61,Ebrahim A.,senior data engineer,,,0.24213337898254395,0.0,0.07968892031107969,0.0,20.0,0.5,0,0.0007725438,0,119
101,Ahmed S.,"data scientist, python developer",,,0.28032535314559937,0.0,0.0008079991920008084,0.0,25.0,0.5,0,0.000644648,0,120
100,Aleksei Z.,data analysis & visualization   data science,,,0.19826209545135498,0.0,0.0817089182910817,0.0,20.0,0.5,0,0.0006139035,0,121
10,Trenton S.,data analysis and insights   transforming data actionable business,,,0.25910598039627075,0.0,0.013836986163013836,0.0,45.0,0.5,0,0.000569312,0,122
59,Ashraful Islam E.,data analyst    excel expert    powerpoint presentation,,,0.2559016942977905,0.0,0.0,0.0,10.0,0.5,0,0.0005168414,0,123
102,Yousef W.,rpa developer  ai & automation engineer   data scientist,,,0.11541213095188141,0.0,0.0817089182910817,0.0,5.0,0.5,0,0.00051380246,0,124
118,Sergio P.,"ai & machine learning   c, c++, python, data science, nlp, statistics",,,0.15211603045463562,0.0,0.07968892031107969,0.0,18.0,0.5,0,0.0004961849,0,125
15,Yabebal F.,generative ai & prompt engineer + ai developer & consultant,,,0.19562608003616333,0.0,0.025047974952025043,0.0,25.0,0.5,0,0.00049447315,0,126
31,Aveen F.,senior data scientist,,,0.14228859543800354,0.0,0.004342995657004343,0.0,30.0,0.5,0,0.0003141701,0,127
81,"  an article is ...""",20,,,0.09180518239736557,0.0,,,99.0,0.5,0,0.00025709934,0,128
87,    wikipedia.org editing & proofreading citation style writing close the tooltip  ,,,,0.09455446898937225,0.0,,,,0.5,0,0.00025548218,0,129
86,  ,,,,0.09455446898937225,0.0,,,,0.5,0,0.00025548218,0,130
90,    wikipedia.org botany close the tooltip  ,,,,0.09455446898937225,0.0,,,,0.5,0,0.00025548218,0,131
67,Syeda F.,"articles, seo content, and scientific writing pro",,,0.08703042566776276,0.0,,,,0.5,0,0.00025548218,0,132
75,  ,,,,0.09455446898937225,0.0,,,,0.5,0,0.00025548218,0,133
89,  ,,,,0.09455446898937225,0.0,,,,0.5,0,0.00025548218,0,134
91,  botany is the science of plant life and a branch of biology. also called plant science(s) or plant biology.,,,,0.09455446898937225,0.0,,,,0.5,0,0.00025548218,0,135
88,  writing is a medium of communication that represents language through the inscription of signs and symbols.,,,,0.09455446898937225,0.0,,,,0.5,0,0.00025548218,0,136
78,  ,,,,0.09455446898937225,0.0,,,,0.5,0,0.00025548218,0,137
76,    wikipedia.org botany close the tooltip  ,,,,0.09455446898937225,0.0,,,,0.5,0,0.00025548218,0,138
84,    wikipedia.org biology close the tooltip  ,,,,0.09455446898937225,0.0,,,,0.5,0,0.00025548218,0,139
83,  ,,,,0.09455446898937225,0.0,,,,0.5,0,0.00025548218,0,140
82,"  search engine optimization (seo) is the process of improving the visibility of a website or a web page in search engines via the """"natural"""" or un-paid (""""organic"""" or """"algorithmic"""") search results.",,,,0.09455446898937225,0.0,,,,0.5,0,0.00025548218,0,141
73,    wikipedia.org editing & proofreading citation style writing close the tooltip  ,,,,0.09455446898937225,0.0,,,,0.5,0,0.00025548218,0,142
74,  writing is a medium of communication that represents language through the inscription of signs and symbols.,,,,0.09455446898937225,0.0,,,,0.5,0,0.00025548218,0,143
72,  ,,,,0.09455446898937225,0.0,,,,0.5,0,0.00025548218,0,144
70,    wikipedia.org biology close the tooltip  ,,,,0.09455446898937225,0.0,,,,0.5,0,0.00025548218,0,145
69,  ,,,,0.09455446898937225,0.0,,,,0.5,0,0.00025548218,0,146
68,"  search engine optimization (seo) is the process of improving the visibility of a website or a web page in search engines via the """"natural"""" or un-paid (""""organic"""" or """"algorithmic"""") search results.",,,,0.09455446898937225,0.0,,,,0.5,0,0.00025548218,0,147
77,  botany is the science of plant life and a branch of biology. also called plant science(s) or plant biology.,,,,0.09455446898937225,0.0,,,,0.5,0,0.00025548218,0,148
94,"  a product description is a structured format of presenting information about a product. ar...""",,,,0.09455446898937225,0.0,,,,0.5,0,0.00025548218,0,149
80,  a product description is a structured format of presenting information about a product. article writing close the tooltip  ,,,,0.09455446898937225,0.0,,,,0.5,0,0.00025548218,0,150
79,    wikipedia.org product description close the tooltip  ,,,,0.09455446898937225,0.0,,,,0.5,0,0.00025548218,0,151
92,  ,,,,0.09455446898937225,0.0,,,,0.5,0,0.00025548218,0,152
93,    wikipedia.org product description close the tooltip  ,,,,0.09455446898937225,0.0,,,,0.5,0,0.00025548218,0,153
85,  biology is a natural science concerned with the study of life and living organisms, including their structure,,,0.07773692905902863,0.0,,,,0.5,0,0.0002235114,0,154
71,  biology is a natural science concerned with the study of life and living organisms, including their structure,,,0.07773692905902863,0.0,,,,0.5,0,0.0002235114,0,155
